item_code,control_id,evidence_item_name,control_name,ma,evidence_type,sufficiency_criteria,evaluation_criteria,cscf_version,created_at
D6,7.3A,Penetration test reports,Penetration Testing,A,Report,"{
  ""sufficiency_criteria"": [
    ""Penetration test report covering SWIFT secure zone and entry points:"",
    ""- Scope: operator PCs or jump servers, dedicated PCs, secure zone boundary, SWIFT components, systems hosting SWIFT components, network devices, virtualisation platform"",
    ""- Method: risk-based approach — stated whether whitebox/greybox/blackbox"",
    ""- Attack origin: internal (within/outside zone), external, or combination"",
    ""- Tester independence: performed by team independent from SWIFT infrastructure team (internal Red Team or external firm)"",
    ""Test frequency: at least every 2 years, and ideally after significant changes"",
    ""Test date and version of environment tested"",
    ""Findings: vulnerability description, exploitation path, severity, affected component"",
    ""Recommendation per finding"",
    ""Compliance with SWIFT Customer Testing Policy: no testing of SWIFT central services (InterAct, FileAct, FIN)"",
    ""Testing in production or replicated pre-production environment documented"",
    ""Safeguards against operational impact documented""
  ]
}","{
  ""pass_if"": [
    ""Pen test conducted within last 2 years"",
    ""Independent tester confirmed"",
    ""Scope covers zone boundary and entry points"",
    ""Findings documented with severity""
  ],
  ""fail_if"": [
    ""No pen test within 2 years"",
    ""Test performed by infrastructure team (not independent)"",
    ""Scope too narrow (missing key components)"",
    ""No findings documentation""
  ],
  ""cross_checks"": [
    ""Findings must be tracked in D5""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
E1,6.1,Anti-malware configuration and updates,Malware Protection,M,Config / Screenshots,"{
  ""sufficiency_criteria"": [
    ""Anti-malware/EPP/EDR software installed on ALL mandatory Windows in-scope systems in v2025:"",
    ""\u2014 Dedicated and general-purpose operator PCs"",
    ""\u2014 Jump servers"",
    ""\u2014 Management PCs for virtualisation/cloud platform"",
    ""\u2014 Systems hosting SWIFT components"",
    ""Software from a reputable vendor identified"",
    ""On-access (real-time) scanning enabled on all mandatory Windows systems"",
    ""On-demand full scanning: weekly minimum for operator PCs; regular schedule for servers"",
    ""Scan scope: all files on in-scope systems; exclusions require documented risk assessment"",
    ""Signature/definition currency: date of last update confirmed (must be current \u2014 typically within 48 hours)"",
    ""Prevention mode configured where possible (quarantine + alert, not delete-only)"",
    ""Anti-malware alerts forwarded to SIEM per Control 6.4"",
    ""Advisory scope (v2025): customer client connector systems and bridging servers \u2014 positive to include"",
    ""Optional: non-Windows systems also covered; EDR/XDR accepted as valid alternative""
  ]
}","{
  ""pass_if"": [
    ""Anti-malware installed on ALL mandatory Windows in-scope systems"",
    ""Real-time scanning enabled"",
    ""Scheduled full scans configured (weekly minimum for operator PCs)"",
    ""Signatures current within 48 hours of assessment"",
    ""Scan exclusions documented with risk assessment""
  ],
  ""fail_if"": [
    ""Mandatory Windows systems without anti-malware"",
    ""Signatures outdated (>30 days since update)"",
    ""Real-time scanning disabled on any mandatory system"",
    ""No scheduled full scans"",
    ""Scan exclusions without documented risk assessment""
  ],
  ""cross_checks"": [
    ""Windows system list must match A2 inventory"",
    ""Anti-malware alerts must reach E2 SIEM""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
E2,6.4,SIEM/logging configuration,Logging and Monitoring,M,Config / Screenshots,"{
  ""sufficiency_criteria"": [
    ""Centralised logging configuration showing:"",
    ""Log sources connected \u2014 mandatory in-scope systems forwarding logs to SIEM:"",
    ""\u2014 Command-line/audit logs for privileged OS accounts on SWIFT servers"",
    ""\u2014 Messaging/communication interface application + OS logs"",
    ""\u2014 Firewall logs (zone boundary firewalls)"",
    ""\u2014 Database logs for hosted database solutions"",
    ""\u2014 Network device logs"",
    ""\u2014 Authentication/authorisation server logs"",
    ""\u2014 Virtualisation platform logs"",
    ""\u2014 Operator PC logs"",
    ""Log retention configuration:"",
    ""\u2014 Application audit logs: \u226512 months"",
    ""\u2014 Operator PC, firewall, and database logs: \u226531 days (3\u201312 months recommended)"",
    ""\u2014 Other in-scope component logs: \u226512 months"",
    ""Log integrity protection: logs protected from enterprise admin compromise (separate credentials/system)"",
    ""Log collection from remote/cloud components confirmed"",
    ""Advisory scope (v2025): bridging server logs and customer client connector logs \u2014 positive to include""
  ]
}","{
  ""pass_if"": [
    ""All mandatory in-scope systems forwarding logs to SIEM"",
    ""Application audit logs retained \u226512 months"",
    ""Firewall and DB logs retained \u226531 days"",
    ""Logs protected from enterprise admin compromise""
  ],
  ""fail_if"": [
    ""Mandatory in-scope systems not forwarding logs"",
    ""Retention below minimum requirements"",
    ""Logs stored without integrity protection"",
    ""No centralised logging capability""
  ],
  ""cross_checks"": [
    ""Log sources must cover all A2 systems; gaps require justification""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
E3,6.4,Alert rules and escalation procedures,Logging and Monitoring,M,Documentation,"{
  ""sufficiency_criteria"": [
    ""Alert rule definitions for SWIFT environment:"",
    ""- Suspicious login activities: multiple failed logins, logins outside business hours, authentication errors"",
    ""- Privileged account usage: unexpected admin access, privilege escalation"",
    ""- User group changes on SWIFT applications"",
    ""- Abnormal system behaviour indicators"",
    ""- Firewall rule violations or anomalous network traffic"",
    ""- Database anomalies (if applicable)"",
    ""Escalation procedures for each alert type:"",
    ""- Escalation path: who is notified, response timeline"",
    ""- Investigation process: steps to investigate alerts"",
    ""- Incident declaration criteria: when alert becomes incident"",
    ""Monitoring process:"",
    ""- Daily review of server, application, database monitoring data (human or automated)"",
    ""- Regular network monitoring data review"",
    ""- Unusual/suspicious activity reporting to security team"",
    ""Evidence of regular log review execution (sample review records)""
  ]
}","{
  ""pass_if"": [
    ""Alert rules defined for suspicious logins, admin access, changes"",
    ""Escalation procedures documented with timelines"",
    ""Daily monitoring process defined"",
    ""Evidence of regular review execution""
  ],
  ""fail_if"": [
    ""No alert rules defined"",
    ""No escalation procedures"",
    ""No monitoring process"",
    ""No evidence of review execution""
  ],
  ""notes"": [
    ""E2 = logging infrastructure; E3 = detection rules and response; E7 = admin-specific logs""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
E3,6.5A,Alert rules and escalation procedures,Intrusion Detection,A,Documentation,"{
  ""sufficiency_criteria"": [
    ""IDS/IPS-specific alert rules:"",
    ""- Anomalous network activity detection at secure zone boundary"",
    ""- Signature-based detection rules for known attack patterns"",
    ""- Anomaly-based detection for unusual traffic patterns"",
    ""- Host-based detection rules (HIDS) for in-scope systems"",
    ""- EDR/XDR detection rules if implemented"",
    ""Response procedures for IDS alerts:"",
    ""- Alert triage process"",
    ""- Connection termination capability (IPS)"",
    ""- Investigation and escalation procedures"",
    ""- False positive management process""
  ]
}","{
  ""pass_if"": [
    ""IDS alert rules defined for zone boundary"",
    ""Both signature and anomaly detection configured"",
    ""Response procedures documented""
  ],
  ""fail_if"": [
    ""No IDS-specific rules"",
    ""No response procedures for IDS alerts""
  ],
  ""notes"": [
    ""E6 = IDS system configuration; E3 = detection rules and response logic""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
E4,6.2,Software integrity verification,Software Integrity,M,Check Results,"{
  ""sufficiency_criteria"": [
    ""Integrity verification check results for ALL in-scope SWIFT components:"",
    ""- Swift connector, GUI, messaging interface, communication interface, Local RMA, SNL"",
    ""- New HSM firmware integrity verification"",
    ""- [Advisory: customer/client connector]"",
    ""Check frequency: at startup + at least once daily"",
    ""Implementation method: integrated product feature OR third-party FIM (File Integrity Monitoring) tool"",
    ""Check results showing: baseline comparison result, any modifications detected, alert status"",
    ""Download/deployment integrity: source/site validation and checksum verification before applying software"",
    ""Alert results analysis: action taken for any integrity violations"",
    ""Time range of check results: most recent + historical trend""
  ]
}","{
  ""pass_if"": [
    ""Integrity checks running on all in-scope components"",
    ""Check frequency at startup + daily"",
    ""Results show no unexpected modifications"",
    ""Download integrity verification process documented""
  ],
  ""fail_if"": [
    ""Components without integrity checking"",
    ""Checks not running at required frequency"",
    ""Unexplained integrity violations without remediation""
  ],
  ""cross_checks"": [
    ""Baseline should reference B6 authorized software list""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
E4,2.10,Software integrity verification,Application Hardening,M,Check Results,"{
  ""sufficiency_criteria"": [
    ""Application whitelisting evidence: only authorized SWIFT applications running"",
    ""Software version matches SWIFT-approved versions: verification against SWIFT release notes"",
    ""No unauthorized application modifications detected"",
    ""Application configuration integrity maintained against approved baseline""
  ]
}","{
  ""pass_if"": [
    ""Only authorized applications running"",
    ""Software versions match SWIFT-approved""
  ],
  ""fail_if"": [
    ""Unauthorized software detected"",
    ""Software version mismatch""
  ],
  ""notes"": [
    ""E4→2.10 focuses on authorized software; E4→6.2 focuses on ongoing integrity checks""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
A1,1.1,Network architecture diagram,SWIFT Environment Protection,M,Diagram + Text,"{
  ""sufficiency_criteria"": [
    ""Secure zone boundary clearly drawn with logical and/or physical separation indicated"",
    ""Stateful firewall devices shown at every ingress/egress point of the secure zone"",
    ""All mandatory in-scope SWIFT components visible inside the zone: messaging interface, communication interface, GUI, SwiftNet Link, HSM, Swift/customer connector, jump server"",
    ""Dedicated operator PCs shown inside zone; general-purpose PCs shown outside zone"",
    ""Jump server positioned inside secure zone or equivalent secure zone"",
    ""Operator access paths clearly marked: dedicated PC path, jump server path, or browser-based GUI path"",
    ""Separation from enterprise IT environment visible \u2014 no shared AD crossing zone boundary without separate authentication zone"",
    ""Alliance Connect SRX/Virtual VPN placement shown in a secured environment"",
    ""Protocol/encryption annotations present on data flows between components"",
    ""Diagram version/date confirmed within last 12 months"",
    ""Note (v2025): Customer client connectors are advisory in-scope; bridging servers are advisory in-scope under Control 2.4A""
  ]
}","{
  ""pass_if"": [
    ""Zone boundary explicitly drawn with firewall at every entry/exit point"",
    ""All 7+ mandatory SWIFT component types visible inside zone"",
    ""Dedicated operator PCs inside zone; general-purpose PCs outside"",
    ""Jump server positioned inside or adjacent to zone with controlled access"",
    ""No uncontrolled direct internet path from secure zone components"",
    ""Diagram dated within last 12 months""
  ],
  ""fail_if"": [
    ""No clear zone boundary drawn"",
    ""SWIFT components shown outside secure zone without justification"",
    ""Enterprise AD shared across zone boundary without a separate zone-local auth"",
    ""Direct internet path visible from any secure zone component""
  ],
  ""cross_checks"": [
    ""Every system on diagram must appear in A2 component inventory"",
    ""Every firewall on diagram must have corresponding A4 rule set export"",
    ""Protocol annotations on diagram must be confirmed by B3 encryption config""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
A1,1.4,Network architecture diagram,Restriction of Internet Access,M,Diagram + Text,"{
  ""sufficiency_criteria"": [
    ""No direct internet connectivity path from any system inside the secure zone"",
    ""No direct internet connectivity from the jump server"",
    ""Proxy/gateway placement shown if indirect internet access exists for allowlisted URLs"",
    ""General-purpose operator PC internet access path visible — through remote desktop, proxy with content inspection, or web gateway"",
    ""Internet access from dedicated operator PCs blocked or highly restricted (shown)"",
    ""If virtualisation platform has internet access: restricted path shown with controls""
  ]
}","{
  ""pass_if"": [
    ""No uncontrolled internet path from secure zone systems"",
    ""Jump server explicitly shown with no internet access"",
    ""Proxy/gateway architecture visible for any permitted access""
  ],
  ""fail_if"": [
    ""Direct internet line from secure zone components"",
    ""Jump server shown with internet connectivity"",
    ""No indication of internet access control for operator PCs""
  ],
  ""cross_checks"": [
    ""Firewall rules in A4 must confirm deny-outbound for internet from zone""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
E5,6.3,Database integrity evidence,Database Integrity,M,Check Results / Config,"{
  ""sufficiency_criteria"": [
    ""Database integrity check configuration and results for:"",
    ""- Messaging interface databases (including hosted database)"",
    ""- [Advisory: customer/client connector databases]"",
    ""Integrity check type: record-level checksum/signature + sequential transaction number gap detection"",
    ""Implementation: integrated messaging interface feature OR database product feature (if hosted DB protected to SWIFT level)"",
    ""Check frequency: regular intervals (daily recommended; full check ideally every two weeks)"",
    ""Results showing: integrity status, any violations detected, gaps in sequential numbering"",
    ""Alert handling: violations analysed and remediated per Control 6.4"",
    ""[Optional: full referential check on all records, orphan record detection, deleted record search]"",
    ""[Optional: dedicated database instance for SWIFT]"",
    ""NOT APPLICABLE: Architecture A1 without messaging interface; Architecture A4 without connector database""
  ]
}","{
  ""pass_if"": [
    ""Integrity checks enabled on transaction databases"",
    ""Record-level checksums and sequential numbering checked"",
    ""Regular check schedule (at minimum weekly)"",
    ""Results show no integrity violations""
  ],
  ""fail_if"": [
    ""No integrity checking on SWIFT databases"",
    ""Gaps in sequential transaction numbering unexplained"",
    ""Integrity violations without remediation""
  ],
  ""notes"": [
    ""Verify applicability based on architecture type""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
A2,1.3,SWIFT component inventory,Virtualisation/Cloud Platform Protection,M,Spreadsheet,"{
  ""sufficiency_criteria"": [
    ""Identification of which SWIFT components are virtualised vs physical"",
    ""Hypervisor/cloud platform type and version per virtualised system"",
    ""Host-to-guest VM mapping: which VMs run on which physical host"",
    ""Shared hosts identified (SWIFT VMs co-located with non-SWIFT workloads)"",
    ""Cloud provider identification with service model (IaaS/PaaS/SaaS)"",
    ""Container-hosted applications flagged as co-hosted on container host"",
    ""Management PC identification for virtualisation platform""
  ]
}","{
  ""pass_if"": [
    ""Every virtualised system has host mapping"",
    ""Shared hosts explicitly flagged"",
    ""Cloud provider identified with service model""
  ],
  ""fail_if"": [
    ""Virtualised systems without host identification"",
    ""No separation between SWIFT and non-SWIFT VMs identified""
  ],
  ""cross_checks"": [
    ""Virtualisation platform security verified via B4""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
C2,5.1,Privileged account inventory,Logical Access Control,M,Spreadsheet,"{
  ""sufficiency_criteria"": [
    ""Privileged accounts cross-referenced with RBAC roles (C4)"",
    ""Evidence of quarterly/annual review with: review date, reviewer, actions taken"",
    ""Stale/orphan accounts identified and removed or justified"",
    ""Separation of duties verified: no single account has conflicting roles"",
    ""Provider accounts reviewed against current engagement status""
  ]
}","{
  ""pass_if"": [
    ""Accounts mapped to RBAC roles"",
    ""Review evidence with actions"",
    ""Stale accounts addressed""
  ],
  ""fail_if"": [
    ""No review evidence"",
    ""Conflicting roles on single account""
  ],
  ""notes"": [
    ""C2 = current privileged account state; C5 = periodic review process evidence""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
D3,2.2,Patch deployment records,Security Updates,M,Records / Logs,"{
  ""sufficiency_criteria"": [
    ""Patch deployment history for last 12 months showing:"",
    ""- Patch identifier, vendor severity, CVSS score"",
    ""- Date released by vendor, date tested, date deployed to production"",
    ""- Systems patched (matching A2 inventory)"",
    ""- Deployment method (automated/manual)"",
    ""- Post-deployment verification: confirmation of successful installation"",
    ""- Source validation evidence: legitimate source confirmed, integrity check performed"",
    ""Emergency patching records with expedited timeline justification"",
    ""Failed deployments: rollback actions, remediation"",
    ""Deployment coverage: all in-scope system types included""
  ]
}","{
  ""pass_if"": [
    ""12-month deployment history exists"",
    ""Critical patches deployed within 1-month SLA"",
    ""Source validation recorded per deployment"",
    ""Post-deployment verification documented""
  ],
  ""fail_if"": [
    ""No deployment records"",
    ""Critical patches deployed >1 month after release"",
    ""No source validation evidence"",
    ""Systems missing from deployment coverage""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
H3,7.1,SWIFT ISAC participation evidence,Cyber Incident Response Planning,M,Records,"{
  ""sufficiency_criteria"": [
    ""Mandatory incident reporting process to SWIFT Customer Support Centre documented:"",
    ""\u2014 What qualifies as a reportable SWIFT-related cyber incident"",
    ""\u2014 Reporting steps and responsible person/team"",
    ""\u2014 Reporting timeline per severity"",
    ""Capability to consume SWIFT ISAC IOC feeds (encouraged in v2025 \u2014 not formally mandatory):"",
    ""\u2014 Subscription/registration to SWIFT ISAC confirmed (advisory)"",
    ""\u2014 Internal distribution process for ISAC alerts documented (advisory)"",
    ""\u2014 Capability to block traffic based on IOCs received (advisory)"",
    ""Threat information sharing plan documented if information sharing is conducted (advisory in v2025):"",
    ""\u2014 Compliance with applicable laws noted before sharing"",
    ""Note (v2025): Formal threat sharing plan documentation and ISAC IOC integration become more prescriptive in v2026""
  ]
}","{
  ""pass_if"": [
    ""Mandatory SWIFT incident reporting process documented and understood"",
    ""ISAC subscription active and alerts being received (advisory \u2014 positive if present)"",
    ""Internal distribution process for ISAC alerts defined (advisory)""
  ],
  ""fail_if"": [
    ""No mandatory incident reporting process to SWIFT documented \u2014 this is a Control 7.1 compliance requirement"",
    ""No awareness of SWIFT mandatory reporting obligations""
  ],
  ""notes"": [
    ""SWIFT ISAC participation is encouraged in v2025 but formal plan documentation is less prescriptive than in v2026"",
    ""Mandatory incident reporting to SWIFT is a Control 7.1 obligation in both v2025 and v2026""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
E6,6.5A,IDS/IPS configuration,Intrusion Detection,A,Config / Screenshots,"{
  ""sufficiency_criteria"": [
    ""IDS/IPS system deployment configuration:"",
    ""- NIDS (Network IDS) at secure zone boundary with sensor placement"",
    ""- HIDS (Host IDS) on in-scope systems if applicable"",
    ""- EDR/XDR deployment if used instead of or alongside traditional IDS"",
    ""- EPP integration with detection capabilities"",
    ""Configuration details:"",
    ""- Detection methods: signature-based + anomaly-based combination"",
    ""- Signature update frequency and currency (last update date)"",
    ""- Baseline configuration for anomaly detection"",
    ""- Network segment coverage: secure zone boundary + internal zone (ideal)"",
    ""- IPS response capability: connection termination configuration"",
    ""Integration with SIEM/logging (forwarding to E2)"",
    ""Cloud/remote environment coverage: detection for remote virtualisation platform"",
    ""Large VLAN specific configuration if applicable""
  ]
}","{
  ""pass_if"": [
    ""IDS deployed at zone boundary"",
    ""Both signature and anomaly detection enabled"",
    ""Signatures current (updated regularly)"",
    ""Integrated with SIEM""
  ],
  ""fail_if"": [
    ""No IDS deployment"",
    ""Signatures outdated"",
    ""No anomaly detection capability""
  ],
  ""notes"": [
    ""E6 = system deployment config; E3 = detection rules and response procedures""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
E7,1.1,Admin activity monitoring logs,SWIFT Environment Protection,M,Log Extracts,"{
  ""sufficiency_criteria"": [
    ""Admin access logs for secure zone systems showing:"",
    ""- Login events to zone systems with timestamp, source, account used"",
    ""- Administrative actions within the zone (config changes, service restarts, installations)"",
    ""- Anomalous zone access: logins outside business hours, from unexpected sources"",
    ""Zone boundary access monitoring: connections crossing zone boundary logged"",
    ""Connection logging through boundary firewalls per 1.1 section (c)""
  ]
}","{
  ""pass_if"": [
    ""Admin zone access logged with timestamps"",
    ""Administrative actions recorded"",
    ""Anomalous access alerting configured""
  ],
  ""fail_if"": [
    ""No admin access logging for zone systems"",
    ""No boundary crossing logs""
  ],
  ""cross_checks"": [
    ""Must match E2 SIEM configuration scope""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
E7,1.2,Admin activity monitoring logs,OS Privileged Account Control,M,Log Extracts,"{
  ""sufficiency_criteria"": [
    ""Admin login events captured per in-scope system:"",
    ""- Login timestamp, account name, source IP, success/failure status"",
    ""- Failed login attempts tracked and alerted"",
    ""Privilege escalation events logged: sudo usage on Linux, UAC elevation on Windows, root group actions"",
    ""Administrative actions logged: config changes, user account modifications, software installations, service changes"",
    ""Unusual admin activity alerting: logins outside business hours, multiple failed attempts, unexpected privilege escalation"",
    ""Log review evidence: regular review of admin logs (daily recommended)"",
    ""Activity reconstruction capability: logs sufficient to determine root cause of incidents""
  ]
}","{
  ""pass_if"": [
    ""Admin login events captured with all fields"",
    ""Privilege escalation events logged"",
    ""Administrative actions tracked"",
    ""Anomalous activity alerting configured""
  ],
  ""fail_if"": [
    ""No admin login logging"",
    ""No privilege escalation logging"",
    ""No admin action tracking"",
    ""No review evidence""
  ],
  ""notes"": [
    ""Logs from all systems in A2""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
E7,5.4,Admin activity monitoring logs,Password Repository Protection,M,Log Extracts,"{
  ""sufficiency_criteria"": [
    ""Credential store/password repository access logs:"",
    ""- Access timestamp, user accessing repository, action (view/retrieve/modify)"",
    ""- Which account passwords were accessed"",
    ""- Access from expected vs unexpected sources"",
    ""Physical safe access logs (if passwords stored physically):"",
    ""- Entry timestamp, person accessing, reason"",
    ""Emergency password retrieval events: logged and reviewed"",
    ""Anomalous repository access: alerts for unusual access patterns or times""
  ]
}","{
  ""pass_if"": [
    ""Repository access logged with user and action"",
    ""Physical safe access logged"",
    ""Emergency access events captured""
  ],
  ""fail_if"": [
    ""No access logging on password repository"",
    ""No physical access tracking for safe""
  ],
  ""cross_checks"": [
    ""Access patterns should align with C8 credential storage evidence""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
E7,6.4,Admin activity monitoring logs,Logging and Monitoring,M,Log Extracts,"{
  ""sufficiency_criteria"": [
    ""Admin activity logs integrated with SIEM/centralised logging:"",
    ""- Forwarded from all in-scope systems to central platform"",
    ""- Parsed and indexed for searchability"",
    ""Retention compliance for admin logs:"",
    ""- Application audit logs: ≥12 months"",
    ""- OS admin logs on servers: ≥12 months"",
    ""- Operator PC logs: ≥31 days"",
    ""Log integrity: admin logs protected from enterprise admin compromise"",
    ""Regular review evidence: procedures for reviewing admin logs (daily recommended) with sample review records"",
    ""Session recording for privileged accounts (optional enhancement but check if implemented)""
  ]
}","{
  ""pass_if"": [
    ""Admin logs forwarded to SIEM"",
    ""Retention meets minimums"",
    ""Regular review evidence exists""
  ],
  ""fail_if"": [
    ""Admin logs not in SIEM"",
    ""Retention below requirements"",
    ""No review process""
  ],
  ""notes"": [
    ""E7 is the admin-specific component of 6.4. E2 = infrastructure; E3 = alert rules.""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
F1,2.8,Third-party vendor inventory,Outsourced Critical Activity Protection,M,Spreadsheet,"{
  ""sufficiency_criteria"": [
    ""Complete list of ALL third parties managing/operating SWIFT-related components or activities:"",
    ""- Vendor name, services provided, components managed (matching A2 flags)"",
    ""- Contract start/end dates"",
    ""- Service type: IT outsourcing, managed services, cloud hosting, connectivity provider"",
    ""- Critical activity classification: which of SWIFT's critical activities are outsourced:"",
    ""· Security/change management of hardware/software"",
    ""· RMA and business transaction operations"",
    ""· Accessing sensitive user data"",
    ""· Monitoring events with sensitive data"",
    ""· Network management and configuration"",
    ""· Transaction operations"",
    ""· Security administration of entitlements/tokens"",
    ""· Ancillary services with shared credentials"",
    ""- Outsourcing agent vs connectivity provider distinction noted"",
    ""Remote vs on-site management indicator"",
    ""Third parties operating on their own equipment vs user's equipment""
  ]
}","{
  ""pass_if"": [
    ""All third parties identified with services and components"",
    ""Critical activities classification per vendor"",
    ""Contract dates current (not expired)"",
    ""Agent vs provider distinction noted""
  ],
  ""fail_if"": [
    ""Third parties in A2 not in F1"",
    ""No critical activity classification"",
    ""Expired contracts without renewal""
  ],
  ""cross_checks"": [
    ""Must match A2 third-party flags""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
F2,2.8,SLA/NDA agreements,Outsourced Critical Activity Protection,M,Agreement Copies / Summary,"{
  ""sufficiency_criteria"": [
    ""SLA in place with EVERY third party performing critical SWIFT activities:"",
    ""- Standard of care defined: minimum security requirements"",
    ""- Service levels for: incident response, patching, availability, change management"",
    ""- Right to audit or obtain compliance evidence"",
    ""- Breach notification requirements"",
    ""NDA in place covering SWIFT-related sensitive data"",
    ""Connectivity provider SLAs for hosted components (when acting as outsourcing agent)"",
    ""Agreement review: SLAs reviewed periodically and updated"",
    ""Summary: % of vendors with SLA, % with NDA, any gaps""
  ]
}","{
  ""pass_if"": [
    ""SLA exists for every critical-activity vendor"",
    ""NDA covers SWIFT data"",
    ""Right to audit included"",
    ""Security requirements defined in SLA""
  ],
  ""fail_if"": [
    ""Vendor without SLA/NDA"",
    ""SLA without security requirements"",
    ""No right to audit clause""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
F3,2.8,Third-party security risk assessments,Outsourced Critical Activity Protection,M,Assessment Reports,"{
  ""sufficiency_criteria"": [
    ""Security risk assessment for EACH third party performing critical activities:"",
    ""- Conducted at start of engagement"",
    ""- Reviewed on regular basis (annually recommended)"",
    ""- Assessment scope: covers outsourced critical activities and their security posture"",
    ""Risk assessment content:"",
    ""- Third party's security controls and certifications"",
    ""- Gaps identified and risk rating"",
    ""- Remediation requirements or risk acceptance decisions"",
    ""- Alignment with SWIFT Outsourcing Agents Security Requirements Baseline"",
    ""Assessment date and next review date documented"",
    ""Assessor independence (if external assessment used)""
  ]
}","{
  ""pass_if"": [
    ""Risk assessment exists per critical-activity vendor"",
    ""Conducted at engagement start and reviewed periodically"",
    ""Gaps and risks documented"",
    ""Alignment with SWIFT OASRB addressed""
  ],
  ""fail_if"": [
    ""Vendor without risk assessment"",
    ""Assessment not reviewed in >2 years"",
    ""No gap/risk identification""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
F4,2.8,Third-party ongoing monitoring evidence,Outsourced Critical Activity Protection,M,Reports / Records,"{
  ""sufficiency_criteria"": [
    ""Reasonable comfort evidence from EACH third party that outsourced activities maintained per SWIFT OASRB:"",
    ""- Third-party compliance certifications: SOC2 Type II, PCI-DSS, ISO 27001, NIST CSF"",
    ""- Certification scope: confirms coverage of SWIFT-related services"",
    ""- Certification date: current and valid"",
    ""- Gaps between certification scope and SWIFT requirements identified"",
    ""Regular monitoring activities:"",
    ""- Periodic security review meetings"",
    ""- SLA performance reports"",
    ""- Incident reports from third party"",
    ""- Audit findings follow-up"",
    ""For connectivity providers acting as outsourcing agents: additional comfort for hosted components"",
    ""Annual attestation or comfort letter from third party""
  ]
}","{
  ""pass_if"": [
    ""Current certifications from each vendor"",
    ""Certification scope covers SWIFT services"",
    ""Regular monitoring meetings documented"",
    ""Annual comfort obtained""
  ],
  ""fail_if"": [
    ""No certifications or comfort evidence"",
    ""Expired certifications"",
    ""Certification scope does not cover SWIFT services"",
    ""No ongoing monitoring evidence""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
G1,3.1,Physical access controls,Physical Security,M,Evidence Package,"{
  ""sufficiency_criteria"": [
    ""Physical security controls for each environment type:"",
    ""1) Removable equipment: PED, PED keys, smart cards, USB tokens, TOTP devices"",
    ""- Supervised (under owner control) or securely stored"",
    ""- Hot-swap equipment in data centre or locked room"",
    ""- Backup media physically secured"",
    ""2) Workplace environment:"",
    ""- Operator PCs in secured area with controlled access (employees + authorised only)"",
    ""- Transaction printers in secured area with restricted access"",
    ""3) Remote workers:"",
    ""- Security policy for teleworking established"",
    ""- Rules for personal equipment, public environment use, transport, storage"",
    ""- VPN + MFA required for remote access"",
    ""- Mobile device protection (password, auto-lock)"",
    ""4) Server environment:"",
    ""- Data centre or locked room with limited controlled access (access cards, biometrics)"",
    ""- Rack-mounted servers (risk assessment for separate/locked rack)"",
    ""- Video surveillance with movement detection and recording (images retained ≥3 months ideal)"",
    ""- No physical SWIFT reference labels on servers"",
    ""5) Equipment disposal:"",
    ""- Data sanitisation (secure deletion, overwriting, encryption, manufacturer reset) before disposal/reuse""
  ]
}","{
  ""pass_if"": [
    ""Removable equipment supervised or stored securely"",
    ""Server environment in locked room/data centre with access control"",
    ""Video surveillance with recording"",
    ""Equipment disposal with data sanitisation""
  ],
  ""fail_if"": [
    ""Tokens left plugged in unattended"",
    ""Servers in unlocked/uncontrolled room"",
    ""No video surveillance"",
    ""Equipment disposed without data wipe""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
