id,evidence_item_id,question_key,label,question_type,required,placeholder,options,sort_order,control_id,rows,accept,upload_label,cscf_version,created_at,guide,show_when_question,show_when_values,evidence_required_raw,evidence_source,collection_method,aws_auto_level,aws_services,question_level_aws_sources,reason_rationale
a9b1c2f1-7892-4939-9711-d60f15f682e7,C8,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS Secrets Manager, AWS SSM, AWS KMS","Secrets Manager, SSM Parameter Store, KMS","While AWS (AWS Secrets Manager, AWS SSM, AWS KMS) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
2dc307ec-77cc-4b1f-95fb-4de5fb6401c0,C9,evidence_document,Upload C9 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,Human,Manual (Human),NONE,,N/A — HR / personnel vetting process,"Personnel vetting is an HR process. AWS cannot verify employment screening, background checks, or periodic re-screening records. The uploaded document must be provided manually."
30f39c85-453d-4bcb-9ead-4702e836e196,C9,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
522b9fb9-8979-47af-a7c8-f7453d48a4d0,C9,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
a0b51470-4980-4d39-a63c-d469b5b9ada3,C9,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,N/A — HR / personnel vetting process,"Personnel vetting is an HR process. AWS cannot verify employment screening, background checks, or periodic re-screening records. Narrative, description, and justification text must be written by a qualified human reviewer."
4e8b1822-7fd1-4a0c-90d8-bb1c0ca42d5b,D1,evidence_document,Upload D1 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Patch management policy is a governance document. AWS cannot generate policy text, approval chains, or timelines. The uploaded document must be provided manually."
531f3fae-e5db-4cca-8b90-162a56569317,D1,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
5b2125fc-a8f8-4611-a562-96ff25a7da33,D1,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
d5fd4a3c-e578-4777-a3a5-d89873a0476e,D1,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Patch management policy is a governance document. AWS cannot generate policy text, approval chains, or timelines. Narrative, description, and justification text must be written by a qualified human reviewer."
410ad9a8-1ebb-4770-bc01-755ece00246e,D2,evidence_document,Upload D2 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"AWS SSM Patch Manager, Amazon Inspector, AWS Config","SSM Patch Manager, Amazon Inspector, AWS Config — ssm:DescribeInstancePatchStates, inspector2:ListFindings, config:GetComplianceDetailsByConfigRule","AWS (AWS SSM Patch Manager, Amazon Inspector, AWS Config) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
5d6b6300-76c1-4310-8328-ba3f0db4f9a2,D2,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
96f1f94e-5fdd-4fae-8d73-6b681f31f5b9,D2,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
ee3aad73-1ab4-47da-87e7-bfddc5643dc4,D2,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS SSM Patch Manager, Amazon Inspector, AWS Config","SSM Patch Manager, Amazon Inspector, AWS Config","While AWS (AWS SSM Patch Manager, Amazon Inspector, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
4e4cd991-fda8-47da-bade-b37db7b2b0ee,D3,evidence_document,Upload D3 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"AWS SSM, AWS CloudTrail","SSM Maintenance Windows, Patch Baselines, CloudTrail — ssm:DescribeMaintenanceWindowExecutions, DescribePatchBaselines, cloudtrail:LookupEvents","AWS (AWS SSM, AWS CloudTrail) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
c9e7ca9c-3df1-4012-8a4b-b3c70fc2c953,D3,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
8c6c22bc-98aa-4536-9c38-496f436c99dc,D3,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
3ccdb46b-7f4d-4ac4-a2fc-4db673bee293,D3,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS SSM, AWS CloudTrail","SSM Maintenance Windows, Patch Baselines, CloudTrail","While AWS (AWS SSM, AWS CloudTrail) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
9adf979d-e023-4d16-8e83-4e4fa727f3c7,D4,evidence_document,Upload D4 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"Amazon Inspector, AWS Security Hub","Amazon Inspector, AWS Security Hub — inspector2:ListFindings, ListFindingAggregations, CreateFindingsReport, securityhub:GetFindings","AWS (Amazon Inspector, AWS Security Hub) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
817e6544-a797-406e-914c-72654498a625,D4,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
308bf2db-26cb-4f8b-a346-4e01f16a7d4e,D4,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
f6c1e4a2-8e08-4cd1-ba80-e872f69ae520,D4,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"Amazon Inspector, AWS Security Hub","Amazon Inspector, AWS Security Hub","While AWS (Amazon Inspector, AWS Security Hub) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
4064d7cf-d271-49c3-85f4-5e1f4d63c6b5,D5,evidence_document,Upload D5 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"AWS Security Hub, Amazon Inspector","Security Hub findings (WorkflowStatus), Inspector — securityhub:GetFindings (WorkflowStatus), BatchUpdateFindings, inspector2:ListFindings","AWS (AWS Security Hub, Amazon Inspector) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
ab88e1d4-35b8-4767-887c-aec82566160d,D5,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
7334e3f0-25eb-4020-a48e-a52f33d9560e,D5,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
42dd5c2c-f8ea-49c1-9650-bf8f97010703,D5,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS Security Hub, Amazon Inspector","AWS Security Hub, Amazon Inspector","While AWS (AWS Security Hub, Amazon Inspector) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
94454fbb-8296-41f6-8f33-ceb416f4c7ab,D6,evidence_document,Upload D6 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,Human,Manual (Human),NONE,,"N/A — Penetration test report, independent tester","Penetration test reports are produced by independent testers. AWS cannot generate test scope, methodology, findings, or independent attestation. The uploaded document must be provided manually."
c3538084-3149-4c2b-92bf-1849ddba4860,D6,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
7c2e7e52-e551-4748-bd03-cb6c6f93aa37,D6,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
b123d3d2-fc8e-41e6-95d2-226ab6f74886,D6,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,"N/A — Penetration test report, independent tester","Penetration test reports are produced by independent testers. AWS cannot generate test scope, methodology, findings, or independent attestation. Narrative, description, and justification text must be written by a qualified human reviewer."
c32ae9e0-a890-4efe-abfe-d041130779b3,E1,evidence_document,Upload E1 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,MEDIUM,"Amazon GuardDuty, AWS SSM","Amazon GuardDuty, AWS SSM Inventory — guardduty:GetDetector, GetMalwareProtectionPlan, ssm:ListInventoryEntries (AV product filter)","AWS (Amazon GuardDuty, AWS SSM) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
f88fac41-e8fe-4b3c-9cb9-b5729a14b61b,E1,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
5616e237-179a-4cf7-9da2-b74ced4d47c5,E1,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
8ea92fcf-a9a3-40b0-a22c-406d7f748d67,E1,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),MEDIUM,"Amazon GuardDuty, AWS SSM","Amazon GuardDuty, AWS SSM Inventory","While AWS (Amazon GuardDuty, AWS SSM) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
8e63cda0-0d97-472c-bdc1-a445251ca942,E2,evidence_document,Upload E2 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"AWS CloudTrail, Amazon CloudWatch Logs, Amazon VPC, AWS Config","CloudTrail, CloudWatch Logs, VPC Flow Logs, S3 — cloudtrail:DescribeTrails, GetTrailStatus, logs:DescribeLogGroups, ec2:DescribeFlowLogs","AWS (AWS CloudTrail, Amazon CloudWatch Logs, Amazon VPC, AWS Config) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
9a116ed5-90f2-4ffe-8355-01af3b069715,E2,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
d362dac6-15a4-4cd0-98ca-f4c110c78d9a,E2,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
154c03e8-0267-4092-931e-a6c04a97850c,E2,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS CloudTrail, Amazon CloudWatch Logs, Amazon VPC, AWS Config","CloudTrail, CloudWatch Logs, VPC Flow Logs","While AWS (AWS CloudTrail, Amazon CloudWatch Logs, Amazon VPC, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
8d62c1d2-215c-4d8a-8371-fbd6b92ad3b8,E3,evidence_document,Upload E3 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"Amazon CloudWatch, Amazon EventBridge, Amazon SNS, AWS Security Hub","CloudWatch Alarms, EventBridge, SNS, Security Hub — cloudwatch:DescribeAlarms, events:ListRules, sns:ListSubscriptionsByTopic, securityhub:ListAutomationRules","AWS (Amazon CloudWatch, Amazon EventBridge, Amazon SNS, AWS Security Hub) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
80c2e92e-d606-49ba-b8b7-04e2343d5f74,E3,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
02c19b4d-1ff7-4ac4-8972-d4a78b3adfca,E3,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
84477e73-b6a8-4dad-8ba6-22e9700c3e22,E3,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"Amazon CloudWatch, Amazon EventBridge, Amazon SNS, AWS Security Hub","CloudWatch, EventBridge, SNS, Security Hub","While AWS (Amazon CloudWatch, Amazon EventBridge, Amazon SNS, AWS Security Hub) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
9266dea7-0000-42e9-87b2-d17a5863572f,E4,evidence_document,Upload E4 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,MEDIUM,"AWS SSM, AWS Config","AWS SSM Inventory, AWS Config — ssm:ListInventoryEntries (AWS:Application), config:GetComplianceDetailsByConfigRule","AWS (AWS SSM, AWS Config) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
99bec16c-20c1-49ea-868f-5d4ead2a1f3f,E4,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
e37d37bd-8d92-43eb-85d0-c7b39033d8d9,E4,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
31c31c45-98f2-4a93-b9e6-7e5863b038b4,E4,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),MEDIUM,"AWS SSM, AWS Config","AWS SSM Inventory, AWS Config","While AWS (AWS SSM, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
f786cbdb-6fca-457f-8378-1a6cfd409b4f,E5,evidence_document,Upload E5 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"Amazon RDS, AWS Config","Amazon RDS, AWS Config — rds:DescribeDBInstances, DescribeDBLogFiles, config:GetComplianceDetailsByConfigRule","AWS (Amazon RDS, AWS Config) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
6738573d-8e86-4186-a922-5210b638d862,E5,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
b6a1ae42-c808-4be5-bc80-74fe339de367,E5,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
2d7a0a5d-e3f2-453e-8499-a324f332a3be,E5,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"Amazon RDS, AWS Config","Amazon RDS, AWS Config","While AWS (Amazon RDS, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
1bcdf6d4-fc14-4805-9025-132f0d5588d3,E6,evidence_document,Upload E6 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"Amazon GuardDuty, AWS Network Firewall, AWS WAF","Amazon GuardDuty, AWS Network Firewall, AWS WAF — guardduty:GetDetector, ListFindings, network-firewall:DescribeFirewall, wafv2:GetWebACL","AWS (Amazon GuardDuty, AWS Network Firewall, AWS WAF) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
d0fa2344-95b6-4538-8d2f-463f885b6976,E6,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
b81546bb-1f40-4e2f-8ca3-f3c3feb2b841,E6,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
888e4f63-a4aa-48d3-848c-cb8140a2dc31,E6,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"Amazon GuardDuty, AWS Network Firewall, AWS WAF","Amazon GuardDuty, Network Firewall, AWS WAF","While AWS (Amazon GuardDuty, AWS Network Firewall, AWS WAF) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
61d108fa-7116-4172-8038-553556007f9f,E7,evidence_document,Upload E7 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"AWS CloudTrail, Amazon GuardDuty, Amazon CloudWatch","AWS CloudTrail, Amazon GuardDuty, CloudWatch — cloudtrail:LookupEvents (Management), GetInsightSelectors, guardduty:ListFindings (IAMUser type)","AWS (AWS CloudTrail, Amazon GuardDuty, Amazon CloudWatch) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
5de5f7bb-ca1e-4029-859b-48f041299334,E7,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
57365900-bb82-4c52-85a3-a66b44588f34,E7,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
98e9a2ac-a960-4a58-95f0-1c134fa4b36a,E7,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS CloudTrail, Amazon GuardDuty, Amazon CloudWatch","AWS CloudTrail, Amazon GuardDuty, CloudWatch","While AWS (AWS CloudTrail, Amazon GuardDuty, Amazon CloudWatch) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
472537f0-4d36-4ed2-a1af-dcd4a55158e7,F1,evidence_document,Upload F1 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,MEDIUM,"AWS Organizations, IAM Access Analyzer","AWS Organizations, IAM Access Analyzer — organizations:ListAccounts, access-analyzer:ListFindings (EXTERNAL_ACCESS), cloudtrail:LookupEvents (AssumeRole)","AWS (AWS Organizations, IAM Access Analyzer) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
f6c4ec36-6287-4f27-9e5a-10965be5c2be,F1,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
9f4bbe3c-f794-4400-9a9e-29171762426e,F1,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
7e68065d-7808-4eee-96a5-dd8ca953ce65,F1,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),MEDIUM,"AWS Organizations, IAM Access Analyzer","AWS Organizations, IAM Access Analyzer (partial)","While AWS (AWS Organizations, IAM Access Analyzer) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
434cc262-a857-4eb4-b559-8b7e4aee8a31,F2,evidence_document,Upload F2 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,Human,Manual (Human),NONE,,N/A — Legal/contract document,"SLA and NDA agreements are legal documents. AWS cannot generate contract terms, verify counterparty agreements, or confirm breach notification clauses. The uploaded document must be provided manually."
9f06205b-fb34-4a91-9413-07248132d4a3,F2,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
ed7f6e48-676c-4348-b191-95694d560441,F2,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
dac183fd-0a0b-43b4-82d4-ee3b8141d5e2,F2,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,N/A — Legal/contract document,"SLA and NDA agreements are legal documents. AWS cannot generate contract terms, verify counterparty agreements, or confirm breach notification clauses. Narrative, description, and justification text must be written by a qualified human reviewer."
e0439f70-a895-4b48-ae99-15e2871fba98,F3,evidence_document,Upload F3 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,Human,Manual (Human),NONE,,"N/A — Risk assessment, human-driven","Third-party security risk assessments require independent evaluation, scoping decisions, and documented findings. AWS APIs cannot generate vendor risk assessments. The uploaded document must be provided manually."
